Age,Location,Income_Level,Avg_Transaction_Value,Loyalty_Points_Earned,Referral_Count,Cashback_Received,App_Usage_Frequency,Preferred_Payment_Method,Customer_Satisfaction_Score,LTV,Transaction_Value_Range,Spend_Per_Active_Day,Transactions_Per_Active_Day,Spend_Per_Transaction,Inactivity_Ratio,Support_Burden
67,Urban,Middle,9201.051012,3093,9,1251.353062,Daily,Credit Card,7,807511.0258,27680.407295,111838.12709859155,12.154929577464788,9201.051012746235,1.704225352112676,51.759833734
38,Rural,High,19598.02051,1144,30,455.3249259,Weekly,Debit Card,6,945885.9159,16182.039385999999,141640.23915151515,7.2272727272727275,19598.020511530398,4.984848484848484,250.1742985
40,Urban,High,2794.176678,210,10,2270.990261,Daily,Debit Card,3,33182.19533,3596.1316818000005,908.744390881459,0.3252279635258359,2794.176678504673,0.9209726443768997,565.12644512
65,Rural,Low,13811.69084,3773,8,4270.797223,Monthly,Wallet Balance,6,601969.8004,64245.905707000005,23590.36796,1.708,13811.690843091335,0.76,191.72014716
58,Rural,Low,8045.902786,2863,35,2848.938717,Weekly,Credit Card,9,334614.6907,14276.592717,20504.07484516129,2.5483870967741935,8045.902787341772,1.6774193548387097,144.73229283
34,Suburban,High,10239.41322,2433,47,2601.667693,Daily,UPI,3,831442.1652,24346.602726,103819.87329113924,10.139240506329115,10239.413220973784,2.240506329113924,2.633467634
20,Urban,Middle,15250.25418,4996,18,1830.534469,Weekly,Debit Card,7,301531.4605,41163.911901,149291.9619473684,9.789473684210526,15250.254177419354,18.263157894736842,1172.06179662
66,Urban,Middle,3155.935097,1923,4,318.0493836,Weekly,Debit Card,5,185188.1537,14460.106059,6546.512208178438,2.074349442379182,3155.9350967741934,0.241635687732342,149.0374704
26,Suburban,High,15274.0684,3124,11,3832.048352,Weekly,UPI,7,1474160.322,50586.195544,324828.52133333334,21.266666666666666,15274.068401253919,7.822222222222222,20.317289414999998
27,Rural,High,1415.912346,1891,9,2853.83033,Monthly,UPI,2,68404.77546,4355.4416813,2410.2935354961833,1.702290076335878,1415.9123459641257,1.282442748091603,141.86451564
25,Urban,Middle,9671.357129,640,13,4654.827536,Daily,UPI,3,623186.5782,25753.112946,27924.954594594594,2.8873873873873874,9671.357129485179,1.545045045045045,112.41202504
23,Rural,Middle,14843.99645,1614,19,2159.826122,Monthly,Credit Card,2,1367242.561,51703.372362999995,105518.95147286821,7.108527131782946,14843.996444929116,1.7054263565891472,1313.78067451
39,Suburban,Middle,3859.103593,1484,19,2007.498183,Daily,UPI,10,334169.8491,12716.732873,30217.509264150944,7.830188679245283,3859.103592771084,2.990566037735849,372.23138953
43,Rural,High,15420.60376,3792,43,4871.734952,Weekly,Debit Card,7,707291.1812,64784.220025,27523.627434262948,1.7848605577689243,15420.603763392855,0.5896414342629482,422.20915884
56,Urban,Low,3344.582013,1925,35,705.7874747,Monthly,Wallet Balance,9,45094.96978,10136.315304,2404.782109090909,0.71900826446281,3344.5820137931037,0.8264462809917356,1343.4317236000002
51,Rural,Middle,15986.78275,1879,24,1261.807664,Daily,Wallet Balance,3,406597.9867,39419.748407,17307.43002173913,1.0826086956521739,15986.782751004015,0.5173913043478261,84.48746058
52,Rural,Middle,9384.022103,2998,40,2440.821077,Daily,Wallet Balance,7,804971.8483,38108.627635000004,28085.276117437723,2.99288256227758,9384.022103448275,0.3879003558718861,383.84021655
36,Urban,Middle,13695.92025,1331,45,2617.721508,Monthly,Wallet Balance,10,618473.6304,53339.395013,26547.15820264317,1.9383259911894273,13695.920254545454,0.36123348017621143,1131.3965621500001
23,Urban,High,18348.9551,2260,4,2743.5831,Daily,Debit Card,7,482116.3546,22831.211608999998,17147.932585454546,0.9345454545454546,18348.955101167317,0.04727272727272727,606.993975
24,Rural,Low,8174.346257,4279,40,1060.549649,Daily,Credit Card,3,241457.1165,14345.022944,16407.926905797103,2.0072463768115942,8174.34625631769,2.1666666666666665,430.39593972
62,Rural,Low,4666.820961,2140,26,4634.240242,Weekly,Credit Card,5,378241.7358,20730.913018,21310.91652601156,4.566473988439307,4666.820960759494,0.5317919075144508,341.60674347
30,Suburban,Middle,17344.61029,1643,1,3517.510485,Daily,Debit Card,6,767321.1755,43606.233115,23232.23029969419,1.3394495412844036,17344.610292237445,0.72782874617737,423.30328112
63,Urban,High,3240.716796,2292,11,1292.199248,Daily,Wallet Balance,5,177258.887,8482.293706999999,6170.516114391145,1.9040590405904059,3240.716796511628,0.6789667896678967,224.51194415
61,Rural,Low,12633.20628,3710,27,1470.964994,Monthly,Debit Card,8,746320.5196,23875.808358000002,33904.00009767442,2.683720930232558,12633.206275563258,0.827906976744186,1143.8449847
55,Urban,High,18465.83323,1795,43,4401.792326,Daily,Wallet Balance,9,1763403.511,44939.613051,76698.00030701754,4.1535087719298245,18465.8332312566,0.9210526315789473,138.74309002
33,Suburban,Low,13491.19026,1677,12,1901.777037,Weekly,Wallet Balance,6,282125.1548,50931.381849,25469.349841121497,1.8878504672897196,13491.190262376238,2.5794392523364484,669.67861493
57,Rural,Middle,3921.664898,2752,20,2781.816808,Monthly,Debit Card,2,233608.8232,9646.499704,14182.12148427673,3.6163522012578615,3921.6648973913047,1.9119496855345912,192.49468572
35,Rural,High,3054.156196,1403,42,602.1338933,Monthly,Credit Card,2,208752.1639,6158.145268099999,14709.355205882353,4.8161764705882355,3054.1561954198473,2.6176470588235294,25.515738391
21,Rural,Middle,5053.587567,238,7,1258.663992,Daily,Debit Card,4,386597.888,5231.559925,15221.164143426295,3.0119521912350598,5053.587566137567,1.095617529880478,962.92199918
27,Urban,Low,7834.222589,318,11,2082.883454,Monthly,Debit Card,10,640566.0544,35592.775346,209957.16536666668,26.8,7834.2225883084575,10.833333333333334,72.92064444
17,Suburban,Low,3191.589047,561,40,3280.686889,Monthly,Wallet Balance,3,260851.3036,13030.355638,25956.08642857143,8.13265306122449,3191.5890464240906,2.7857142857142856,378.59630874000004
22,Urban,Middle,15958.30319,2807,43,1401.103294,Monthly,Credit Card,7,303462.9057,58633.352853000004,29613.34612371134,1.8556701030927836,15958.303188888889,0.3711340206185567,67.25077062
31,Rural,Low,7147.136499,2377,10,4753.807561,Weekly,Debit Card,4,497670.66,24023.765746,19077.57057587549,2.669260700389105,7147.136498542274,1.3151750972762646,135.9968189
18,Suburban,Middle,18722.37385,3413,18,1101.08576,Weekly,Debit Card,3,619552.6073,50844.740853,22370.483463235294,1.1948529411764706,18722.373852307694,0.25735294117647056,587.59276464
60,Rural,Middle,16851.39237,4704,7,3894.53445,Daily,UPI,2,1568914.527,72634.582736,1417048.9036363636,84.0909090909091,16851.39236756757,10.545454545454545,956.5866269999999
18,Rural,Middle,18177.27707,4038,26,1822.994064,Weekly,Debit Card,4,1146208.865,71413.277984,33112.40824561403,1.8216374269005848,18177.277078651685,0.0029239766081871343,565.1100023399999
42,Urban,Low,5896.909373,2659,6,4167.004384,Daily,UPI,5,413952.1717,23566.634592,24114.147255952383,4.089285714285714,5896.909372634644,0.48214285714285715,55.259170368
65,Rural,High,11478.89356,1507,20,4615.528559,Monthly,Wallet Balance,4,551953.6799,23036.837293999997,25841.111094786727,2.251184834123223,11478.893559999999,0.16587677725118483,536.9282555
58,Suburban,Middle,6435.775866,4961,26,935.0778075,Weekly,Credit Card,10,450033.5562,14549.674797,24882.50552906977,3.866279069767442,6435.775866165414,1.6453488372093024,515.342956
55,Rural,High,5146.400747,2020,13,2457.38521,Weekly,Credit Card,9,515400.0203,17343.188374999998,15407.62923006135,2.9938650306748467,5146.40074692623,0.598159509202454,677.50033072
53,Rural,Low,12145.66476,154,31,771.8293696,Weekly,UPI,1,489848.6756,24344.602081,40485.54918333333,3.3333333333333335,12145.664755,1.5333333333333334,296.03295710000003
48,Urban,Low,16361.72766,541,28,3529.126154,Weekly,Debit Card,9,1431315.398,44316.617735,76767.45735135135,4.691891891891892,16361.727661290322,0.24864864864864866,396.64968455999997
43,Suburban,High,1881.020144,4255,23,4161.190406,Monthly,Wallet Balance,8,57547.54193,6146.3540636,10466.18901025641,5.564102564102564,1881.0201447004608,3.7948717948717947,102.5456765
16,Urban,Middle,5522.61754,4885,27,1947.339691,Monthly,UPI,9,467276.0891,13366.255588,17384.426420233463,3.1478599221789882,5522.617540173053,1.027237354085603,135.69337413
23,Rural,Low,4110.632276,1604,23,1983.754515,Weekly,Credit Card,3,402547.8845,15668.592242,14158.844505376344,3.4444444444444446,4110.632275754422,0.3333333333333333,0.0
52,Urban,Middle,15969.01996,1684,1,1019.198904,Monthly,Wallet Balance,9,735355.0048,21783.864221,31452.02627391304,1.9695652173913043,15969.019962472405,1.4260869565217391,102.55795192
47,Urban,Middle,18668.10774,2536,30,1532.673287,Monthly,Wallet Balance,9,770497.2161,64127.753494,65581.87414782608,3.5130434782608697,18668.10774009901,0.991304347826087,34.285051416
63,Urban,High,1608.054777,1279,11,1619.465295,Monthly,Debit Card,2,160025.5533,2208.7982815,5104.515983552631,3.174342105263158,1608.054776165803,1.1414473684210527,290.96878188
58,Urban,Low,7590.47616,4151,0,777.8713839,Daily,Wallet Balance,3,718345.4424,33872.446671000005,77739.82176923078,10.241758241758241,7590.476159871245,3.098901098901099,361.07530371
52,Rural,High,18291.03576,2899,20,1549.76115,Weekly,Debit Card,8,1824006.556,33280.967949,58543.15330097088,3.2006472491909386,18291.035763397373,0.3333333333333333,386.7227862
19,Rural,Low,6899.318029,868,28,4536.284506,Daily,Credit Card,7,174851.4904,25410.098512,27144.857819672132,3.9344262295081966,6899.318029166667,3.3114754098360657,516.32957871
45,Suburban,High,14256.10211,3013,29,1626.929162,Daily,UPI,2,1062212.871,38031.210463999996,102145.66368932038,7.165048543689321,14256.102113821138,0.6019417475728155,153.10336737
21,Urban,Low,2022.321067,3166,41,1372.185926,Monthly,UPI,10,57361.07887,2536.8298228,1749.5428762790698,0.8651162790697674,2022.3210666666666,0.4372093023255814,779.2325976
61,Urban,Low,8893.306757,3310,0,1923.211415,Daily,Credit Card,9,57346.26673,27416.692930999998,4185.085532352941,0.47058823529411764,8893.30675625,3.107843137254902,460.0806459
69,Suburban,Low,10070.9825,682,21,4801.36519,Monthly,Debit Card,2,988005.4063,44814.126773,68877.06915384615,6.839160839160839,10070.98250408998,1.5944055944055944,1142.788076
34,Urban,Middle,15155.70492,2263,41,3822.895659,Monthly,Wallet Balance,1,592724.762,17327.288958999998,65001.13443333334,4.288888888888889,15155.70491968912,0.7555555555555555,65.91975424
47,Suburban,Middle,5783.604765,1461,7,1008.691588,Daily,Wallet Balance,9,132416.6333,12027.215655,10194.828737288135,1.7627118644067796,5783.604764423077,2.4152542372881354,564.13755408
24,Rural,High,5291.129565,3829,12,3762.757976,Weekly,Credit Card,4,94047.35519,12060.04309,5976.311810791367,1.129496402877698,5291.129564968152,2.172661870503597,506.99674557
27,Suburban,High,6066.323727,145,13,3831.174211,Weekly,Debit Card,6,142166.6968,9859.021153,4504.695838283828,0.7425742574257426,6066.323728888889,0.5445544554455446,1064.1342432
26,Urban,Low,11118.37321,1974,41,4750.685373,Monthly,UPI,5,170777.2315,48246.554754000004,6671.023925,0.6,11118.373208333334,0.42083333333333334,147.10671972
61,Suburban,Low,17521.32823,1820,0,4455.475544,Daily,UPI,4,739555.9149,41539.080532,53981.15092647058,3.0808823529411766,17521.328224343673,1.786764705882353,589.73973357
31,Rural,Middle,16620.51852,604,31,475.9749157,Weekly,UPI,4,192557.7681,58694.532479,368975.511,22.2,16620.518513513514,18.0,787.3288308799999
16,Urban,Middle,1168.333672,1606,37,2272.882707,Daily,UPI,3,105747.2534,1726.9301514,4639.794007177034,3.971291866028708,1168.333671686747,0.42105263157894735,551.5288345
60,Rural,Middle,17580.31267,4239,11,3514.96789,Daily,Credit Card,4,1550097.875,25342.093268,176813.48954022987,10.057471264367816,17580.312674285713,1.4597701149425288,605.26641825
68,Rural,High,1911.236391,3199,46,4866.844004,Daily,UPI,4,179606.6385,2328.8886833,4813.892233429395,2.5187319884726227,1911.236390160183,0.30835734870317005,69.919402805
36,Suburban,Middle,8312.807906,1547,44,425.7735908,Monthly,Credit Card,7,400826.6808,21213.42132,12117.415912225706,1.457680250783699,8312.807905376345,1.0094043887147335,37.66312891
45,Rural,High,15310.43474,2772,46,1841.163745,Monthly,Credit Card,9,220321.1567,41922.637735000004,7295.947241877256,0.47653429602888087,15310.434742424242,1.0902527075812274,45.370724928
28,Urban,Middle,1639.40561,1987,15,2461.119013,Monthly,Wallet Balance,10,116706.2911,1205.5646147,8468.004181818182,5.1652892561983474,1639.4056096000002,2.0165289256198347,183.0034508
49,Rural,Middle,817.5896087,1385,23,2066.220968,Weekly,Credit Card,4,76387.38081,3352.3633501,2789.815971020408,3.4122448979591837,817.5896087320574,0.7551020408163265,391.4368928
19,Rural,Low,6606.616114,3643,43,2278.892215,Daily,Wallet Balance,6,642093.0999,17894.014236000003,17476.160502793296,2.6452513966480447,6606.616114044351,0.7374301675977654,789.72657638
43,Suburban,High,14601.2129,2896,19,1845.510699,Monthly,Debit Card,6,890302.14,19121.163437,97503.65504444444,6.677777777777778,14601.212901830282,1.1222222222222222,739.83296208
53,Rural,Middle,10439.91119,1819,42,4853.113071,Daily,UPI,5,713017.4664,10985.453864,50186.14449285714,4.807142857142857,10439.911187221398,1.8071428571428572,51.517079592
46,Suburban,Low,8345.867393,2654,43,4016.223895,Daily,Debit Card,5,291351.859,8724.871627,24888.56883035714,2.982142857142857,8345.867392215569,1.2678571428571428,42.31242312
42,Suburban,High,16263.33562,2119,31,3683.299559,Monthly,Debit Card,9,1510723.227,28232.205041999998,62342.78654166667,3.8333333333333335,16263.335619565218,1.0541666666666667,236.0531444
20,Urban,High,15336.51815,4717,26,2053.506791,Weekly,Wallet Balance,2,128031.1327,41524.45088800001,4228.819341911765,0.2757352941176471,15336.518146666667,0.26838235294117646,224.53181112
40,Urban,Middle,15723.00376,945,33,4407.617904,Monthly,Wallet Balance,6,1255820.389,66353.230918,87191.20265734266,5.545454545454546,15723.003757881463,1.4965034965034965,266.40922574
18,Urban,High,9199.939211,1305,21,466.696436,Daily,Wallet Balance,9,392514.1473,40538.32919,18310.99012077295,1.9903381642512077,9199.939211165049,1.4444444444444444,675.0499494000001
48,Urban,Low,398.7903574,1901,2,717.0926313,Daily,Credit Card,3,27340.67323,1534.3812791,1739.2621470588235,4.361344537815126,398.79035741811174,1.4453781512605042,778.1654437999999
19,Suburban,Low,3451.0181,3695,16,4770.289266,Weekly,UPI,4,226293.4866,6451.007704,25677.218011904763,7.440476190476191,3451.0181008,3.619047619047619,571.78289076
40,Rural,High,14828.59556,158,13,2834.941517,Monthly,Wallet Balance,6,59581.47326,26684.344867,2126.8105187250994,0.14342629482071714,14828.59556111111,0.9163346613545816,867.6118728
35,Urban,Low,15065.9377,3794,26,797.2888783,Daily,Wallet Balance,7,1188919.309,71775.933206,42162.947949640286,2.7985611510791366,15065.93769922879,0.8525179856115108,0.0
49,Urban,High,19446.24927,3322,38,4745.728539,Daily,Credit Card,3,1226461.715,69022.635893,74563.83920245398,3.834355828220859,19446.249264,1.4110429447852761,120.37722282
41,Urban,Low,3811.828673,1350,19,4874.216374,Daily,UPI,8,316633.9171,6846.334597,21582.466570422537,5.661971830985915,3811.8286728855724,0.04929577464788732,141.84738384
20,Rural,High,2467.306495,4720,45,4407.465341,Daily,Debit Card,9,75757.20217,5286.0829475,1572.0267097142857,0.6371428571428571,2467.3064950672647,0.5571428571428572,576.5254294
50,Urban,High,2784.404778,4433,30,1192.789275,Monthly,Wallet Balance,2,214582.0708,6786.0493688999995,64939.505,23.322580645161292,2784.4047786998617,8.258064516129032,653.82220764
43,Rural,High,3703.91442,1654,40,1392.46993,Monthly,Debit Card,7,209919.2293,12217.9472184,6021.701358895705,1.6257668711656441,3703.914420754717,0.5245398773006135,94.02682624
44,Suburban,Low,10574.08211,3030,30,2034.864263,Monthly,Credit Card,7,269877.9466,45898.798995,28003.887780219782,2.6483516483516483,10574.082107883818,0.43956043956043955,117.98341294
24,Suburban,High,19504.47714,675,28,2896.608629,Monthly,UPI,3,267061.6894,26367.064776,20418.7495078125,1.046875,19504.477141791045,2.25,8.766448062
67,Suburban,High,11792.73535,368,41,4960.907048,Monthly,Wallet Balance,2,867583.7737,10389.945294,32330.645217228466,2.741573033707865,11792.735345628415,0.8539325842696629,0.0
53,Rural,Middle,10458.53443,3175,42,4780.667734,Weekly,Credit Card,9,426088.3624,22217.449521000002,113591.30452777777,10.86111111111111,10458.534432225064,6.5,37.57321917
65,Urban,Middle,13470.39105,1203,31,4605.695293,Monthly,Credit Card,7,147601.141,20262.973381,4089.225854166667,0.30357142857142855,13470.391049019609,1.0744047619047619,365.96450191
21,Urban,High,1487.868511,3360,29,446.3814941,Daily,Debit Card,4,110405.8362,4367.8320385,3464.608104642857,2.3285714285714287,1487.868511196319,0.6535714285714286,677.9708635999999
34,Urban,Middle,16308.92914,1471,42,3785.831726,Monthly,Credit Card,10,1125887.159,57475.421706999994,52142.63262910798,3.1971830985915495,16308.929148311307,0.9906103286384976,236.08190100000002
59,Urban,High,12941.12207,1348,26,4384.229307,Weekly,Credit Card,5,652571.7645,27433.455874,27659.565626609445,2.1373390557939915,12941.122070281124,1.502145922746781,0.0
26,Urban,Middle,3432.121675,3423,18,1666.397648,Daily,UPI,7,190194.2188,11664.198371999999,7692.167438596491,2.241228070175439,3432.121675146771,1.0043859649122806,9.511495516
17,Rural,Low,12618.00127,3016,27,1097.870171,Weekly,UPI,9,904228.5542,27612.183589,29766.627157718118,2.359060402684564,12618.00127027027,1.157718120805369,382.73111015999996
62,Suburban,Low,11928.19717,669,44,3742.207469,Daily,UPI,5,1194529.695,36975.240836,50027.96620253164,4.194092827004219,11928.19717303823,1.0759493670886076,210.69156493000003
59,Urban,High,1306.41118,1254,9,454.188782,Daily,Credit Card,7,80335.18598,4197.0858708999995,33406.80017619048,25.571428571428573,1306.411180074488,3.6666666666666665,316.11822837
59,Suburban,High,5345.974635,4419,15,4704.291011,Monthly,Wallet Balance,1,531287.5763,9191.00349,54406.42935416667,10.177083333333334,5345.974634595702,2.7604166666666665,746.5443438
24,Rural,Low,7824.923042,2008,30,780.3882213,Weekly,UPI,5,754211.0025,24832.33844,145604.9405098039,18.607843137254903,7824.923041095891,4.549019607843137,957.08811184
36,Rural,Low,4905.321704,826,9,2287.689261,Weekly,Wallet Balance,8,276748.1883,11208.110236,7932.938661721068,1.6172106824925816,4905.321704587156,0.4065281899109792,60.53635002
39,Urban,Middle,4870.802139,2311,9,4913.989248,Daily,Credit Card,2,172133.5187,9460.000593,5371.977922829582,1.1028938906752412,4870.802139941691,0.2057877813504823,665.31812051
49,Rural,High,11463.23999,449,27,4941.101083,Monthly,UPI,8,973185.9326,19714.490343,155493.30372580644,13.564516129032258,11463.239989298454,3.9516129032258065,523.06910432
37,Suburban,Low,9422.471751,548,11,3879.951433,Daily,Wallet Balance,5,10909.50733,18702.936169,164.82457874635568,0.01749271137026239,9422.471751666666,0.2653061224489796,537.85402296
18,Urban,Low,13349.17071,1634,32,4195.942424,Weekly,UPI,8,1291220.583,49875.9306,83585.00352941176,6.261437908496732,13349.170709812108,1.522875816993464,220.19804544
27,Urban,High,19128.57767,3669,27,4835.853711,Daily,UPI,2,380714.48,33220.773778,16566.714589285715,0.8660714285714286,19128.57767010309,1.5669642857142858,1196.83779389
43,Suburban,Middle,13214.51533,2112,17,4637.147547,Monthly,Wallet Balance,8,992122.4638,42953.444425,69050.4956056338,5.225352112676056,13214.515331536388,2.4577464788732395,1136.01382784
45,Urban,Middle,11646.09769,1638,27,3110.543161,Weekly,Wallet Balance,5,168972.2667,50458.505815000004,38915.00934146341,3.341463414634146,11646.097686131387,2.292682926829268,33.675062172
41,Urban,Middle,16952.71424,4719,27,3673.084905,Daily,Wallet Balance,4,1429853.096,32937.355201,85274.19512048193,5.030120481927711,16952.71423952096,1.2228915662650603,7.00766475
63,Suburban,Middle,12645.14148,4448,42,2968.88277,Monthly,Credit Card,9,1173848.462,8534.515813,60696.67910526315,4.8,12645.141480263157,0.9157894736842105,92.889021492
36,Urban,Low,3319.569793,1007,38,2532.47637,Weekly,Debit Card,3,164563.413,3149.2483985,5286.722262626263,1.5925925925925926,3319.5697928118398,0.4175084175084175,25.82597394
43,Urban,High,6301.826502,4231,13,4404.145083,Monthly,Debit Card,3,146679.3799,6752.428080000001,30248.7672,4.8,6301.8265,1.5555555555555556,875.57419335
41,Suburban,High,14669.87205,3385,7,3690.125561,Daily,Credit Card,8,525603.4718,13813.777898,24614.352625,1.6778846153846154,14669.87205157593,0.4951923076923077,36.82391259
48,Rural,Low,14770.26384,1010,29,4299.080852,Weekly,Wallet Balance,2,1298645.572,53909.725915999996,134778.6575,9.125,14770.263835616437,2.4270833333333335,308.49016226
36,Suburban,Low,19740.30492,2773,35,479.554817,Monthly,Wallet Balance,3,373053.8026,34864.514183,13136.275636363636,0.6654545454545454,19740.304918032787,0.23272727272727273,73.58009445
50,Urban,Low,12543.22782,2800,2,2882.425838,Weekly,Credit Card,8,223085.0144,39342.640329,7192.021412969284,0.5733788395904437,12543.227821428572,0.3242320819112628,436.5758469
67,Suburban,High,17991.90831,309,9,1647.584142,Daily,Debit Card,9,1438251.728,19104.023910000004,60789.68170212766,3.3787234042553194,17991.90831234257,0.6936170212765957,17.8378703
49,Urban,High,1101.060409,155,8,2566.969892,Daily,Credit Card,1,5010.544607,1883.8759265999997,122.69881387096775,0.11143695014662756,1101.0604086842106,0.7859237536656891,132.63375480000002
56,Urban,High,11328.78467,1636,46,3064.827223,Monthly,Wallet Balance,8,779032.5518,17963.356948,36941.68914975845,3.260869565217391,11328.784672592592,1.4685990338164252,507.11500736
66,Suburban,Middle,18397.76201,4461,39,4228.792361,Weekly,Wallet Balance,10,887242.1947,30837.215281,333282.5349230769,18.115384615384617,18397.762012738855,12.26923076923077,936.28209393
62,Urban,Low,5752.012261,3152,12,159.3886228,Daily,UPI,7,274415.2599,8320.758366,7428.312977142857,1.2914285714285714,5752.012261061946,0.4942857142857143,358.47861715
33,Rural,Low,3105.98331,3130,21,819.9168634,Monthly,Debit Card,2,306571.4477,9813.1855116,8239.483502777779,2.6527777777777777,3105.983309947644,0.016666666666666666,193.51203141
26,Urban,Low,7016.6981,1260,23,4607.228706,Monthly,Wallet Balance,1,347334.5926,22395.084434,16609.575212560387,2.367149758454106,7016.6981000000005,1.4541062801932367,1049.85085981
38,Suburban,High,15846.80098,4433,6,4836.35355,Monthly,Credit Card,7,239072.3972,20456.210055,15959.189645390072,1.0070921985815602,15846.800985915495,2.4539007092198584,13.40684398
63,Rural,Low,1703.169285,4567,12,277.1134155,Weekly,Credit Card,8,147636.309,6260.6257922,3730.2843141210374,2.190201729106628,1703.1692855263157,0.2910662824207493,564.37293672
37,Rural,Low,12010.76978,4384,5,1658.937715,Daily,Debit Card,1,1142054.121,19900.721097,130185.7,10.839080459770114,12010.769777306468,4.137931034482759,0.0
32,Urban,Middle,2721.275801,4469,9,48.64986884,Daily,Credit Card,4,41842.81581,4964.320082599999,2860.116403061224,1.0510204081632653,2721.2758009708737,1.336734693877551,529.37246784
20,Suburban,High,8716.293507,3380,50,3787.240066,Weekly,Debit Card,3,632594.8483,35185.223880000005,269447.1601304348,30.91304347826087,8716.293506329113,0.8695652173913043,733.88012542
59,Urban,Low,19319.88026,1630,10,3409.700901,Daily,Credit Card,5,1383130.624,85634.48304600001,55023.019,2.848,19319.880266853932,0.844,168.01868166
26,Urban,High,3910.933954,1145,28,2824.025577,Monthly,Credit Card,9,29103.90982,15800.427620999999,451.2616101648352,0.11538461538461539,3910.9339547619047,0.8104395604395604,481.1278008
45,Suburban,High,689.9908114,2394,15,3458.305866,Monthly,Wallet Balance,1,70900.97691,950.9681071,2613.6851936,3.788,689.990811404435,1.168,29.500314378000002
30,Suburban,High,8549.794746,35,19,2688.956063,Weekly,Debit Card,3,129307.5047,40499.391489,8492.025864864865,0.9932432432432432,8549.79474829932,2.3513513513513513,516.85607166
42,Urban,Middle,11558.1348,724,20,1194.205878,Monthly,Wallet Balance,2,81134.58673,38735.451456999996,14126.60919814815,1.2222222222222223,11558.134798484849,4.907407407407407,221.1816236
50,Rural,High,5957.379523,1476,28,3771.668675,Daily,Debit Card,1,566647.0547,16079.764379,17834.313936507937,2.9936507936507937,5957.379522799575,0.8031746031746032,737.3342348399999
48,Urban,High,10839.94239,2506,13,3916.388855,Daily,Wallet Balance,6,219564.6937,50122.820870999996,53643.81746153846,4.948717948717949,10839.942388601037,1.1282051282051282,403.33818168000005
35,Rural,High,19068.50491,3297,40,4271.009465,Weekly,Wallet Balance,6,582699.9415,78862.19014400001,17013.21695209581,0.8922155688622755,19068.50490604027,0.2245508982035928,227.38306552
31,Urban,Low,6242.29804,890,15,4770.383392,Monthly,UPI,9,33615.54086,21031.532345,1088.1069977064221,0.1743119266055046,6242.298039473684,0.24311926605504589,0.0
49,Suburban,Middle,6195.446354,2849,8,3737.708059,Daily,Wallet Balance,8,323640.5529,25042.989876000003,8962.864755043227,1.446685878962536,6195.446354581673,0.8242074927953891,0.0
17,Rural,Low,9660.530279,1400,5,272.7489577,Daily,Wallet Balance,2,635996.2527,21881.350262,26617.410430379747,2.7552742616033754,9660.53027871363,0.27848101265822783,0.0
50,Suburban,Middle,10311.17355,1026,37,104.1928577,Daily,Credit Card,9,651930.4292,36974.998046,19607.09309846154,1.9015384615384616,10311.173555016181,0.11692307692307692,588.84318598
55,Suburban,Middle,37.30485824,4101,28,3699.353354,Monthly,Credit Card,6,16748.97126,55.825025767,49.27925719135803,1.3209876543209877,37.30485824766355,0.7839506172839507,0.0
43,Suburban,High,12321.34387,2660,17,280.2548246,Daily,Debit Card,9,834017.1057,55750.78352,23852.397469387757,1.935860058309038,12321.343873493977,0.8571428571428571,93.43257469999999
62,Suburban,High,19947.1734,4404,23,1579.722991,Monthly,UPI,7,719458.6422,60307.337531000005,25348.032624548734,1.2707581227436824,19947.17340056818,0.7184115523465704,239.40273996000002
54,Suburban,Low,5847.240909,2406,50,680.7994376,Daily,Debit Card,8,558926.1084,24093.8998932,24064.64480888889,4.115555555555556,5847.240909287258,1.048888888888889,21.38893467
21,Urban,Middle,12619.89282,3005,16,4844.499522,Monthly,Credit Card,10,426596.2563,30242.93546,28570.035145833335,2.263888888888889,12619.892825153374,0.3819444444444444,232.09170528
24,Rural,High,102.3868841,3749,35,1581.970777,Daily,Debit Card,7,17596.08477,362.69882729,13.509380545138889,0.13194444444444445,102.38688413157895,1.1527777777777777,192.26019186
35,Urban,High,12090.48898,675,20,275.7345409,Monthly,Credit Card,8,128489.8758,26982.786879,5558.186876777251,0.4597156398104265,12090.488979381444,0.5497630331753555,251.33053572
16,Urban,High,8946.895505,2849,18,4748.037713,Weekly,Credit Card,9,110750.4526,28142.119081,6274.446198701298,0.7012987012987013,8946.895505555554,0.551948051948052,359.94549401999996
23,Urban,High,10610.56014,517,22,3043.721893,Weekly,Debit Card,6,677238.4837,38698.424991,25850.438019305016,2.436293436293436,10610.560137876386,1.0772200772200773,332.95361855
38,Suburban,Low,10882.6603,4479,26,180.5453437,Weekly,Credit Card,10,185795.8979,13401.946096,7239.126453744494,0.6651982378854625,10882.660298013245,0.6255506607929515,314.75441502
18,Urban,Low,3547.289856,3985,10,4166.805199,Daily,Credit Card,7,40136.54234,7219.375043000001,3201.2127975609756,0.9024390243902439,3547.2898567567563,1.170731707317073,64.113953862
19,Rural,High,15401.66276,2586,25,762.6435153,Monthly,UPI,2,97080.15595,46526.260692,9976.0770125,0.6477272727272727,15401.66275614035,0.5568181818181818,809.67417264
40,Urban,High,11113.83772,4703,10,4012.181366,Daily,UPI,7,991194.8615,24154.743548000002,31579.124666666667,2.841423948220065,11113.837724373576,0.9741100323624595,5.844374906
